"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
30219,"A likely malicious file was launched within this session. Review any binaries involved as they may be related to malware.",Unknown,GenPostExploitLinSession,"Falcon Detection Method","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Malware,"Malicious File"
30220,"A webshell has been detected running on your host in this session. It may provide adversaries a set of functions to execute or a command-line interface on the system. Please check the entire session to determine if malicious commands were executed or if this access was expected.",Unknown,WebshellLinSession,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Web Shell"
30221,"The activity in this session appears to be related to an adversary establishing persistence. The host may already be compromised and the activity should be investigated further to find the source.",Unknown,GenPersistenceLinSession,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"External Remote Services"
30222,"Multiple reconnaissance commands have been executed in this session. Adversaries might be trying to gather information they can use to plan future operation. Review the activity to determine if it is expected in your environment.",Unknown,GenDiscoveryLinSession,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Information Discovery"
30223,"A defense evasion technique has been detected in this session. Adversaries can make changes to your hosts in order to evade detection or impair investigation. Review the processes executed in this session.",Unknown,GenDefenseEvasionLinSession,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Exploitation for Client Execution"
30224,"One or multiple files have been downloaded and executed from a database. Adversaries might download additional payloads after a database compromise. Please review the event to determine if malicious files were downloaded or if this activity was expected.",Unknown,DBDownExecFile,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
30225,"One or multiple suspicious commands have been executed within a database. Adversaries may use this to run their code within the database after initial access has been obtained. Please review the commands to determine if this activity was expected.",Unknown,DBPostExploit,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
30226,"An attempt to escalate privileges has been detected. Adversaries attempt to escalate privileges in order to access other resources from the host. Please review the events to determine if this activity was expected.",Unknown,DBPrivEsc,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Privilege Escalation","Exploitation for Privilege Escalation"
30227,"An attempt to exfiltrate data has been detected. Adversaries may exfiltrate data, such as sensitive database information, through the use of automated processing after being gathered during Collection.",Unknown,DBExfil,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Exfiltration,"Automated Exfiltration"
30228,"A process attempted to connect to a suspicious URL. This could be indicative of a malicious download attempt. If this activity is unexpected, review the process tree, associated URL, and any related activity.",Unknown,SuspiciousURLDownloadLinux,"Falcon Detection Method","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"AI Powered IOA","User Execution"
30229,"Name or location of a file was manipulated or abused in order to evade detection. Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users. Please check the process tree to determine if these files are malicious or if this was expected behaviour.",Unknown,GenMasquerading,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Masquerading
30230,"A defense component has been modified. Adversaries may attempt to manipulate settings, configuration or state of defense mechanisms in order to avoid detection. Please check the process tree to determine if executed commands are malicious or if this was expected behaviour.",Unknown,GenImpairDefense,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Impair Defenses"
30231,"A suspicious process was identified by CrowdStrike. Review the process tree.",Unknown,"Testing activity (Linux)","Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",10,True,Execution,"User Execution"
30232,"A suspicious process launched that might be related to a malicious file. If this activity is unexpected, review the file.",Unknown,SuspiciousFile,"Falcon Detection Method","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"AI Powered IOA","User Execution"
30233,"A suspicious process launched that might be related to a malicious file. If this activity is unexpected, review the file.",Unknown,SuspiciousFile,"Falcon Detection Method","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"AI Powered IOA","User Execution"
30234,"This process executed behaviors which were identified as suspicious. If this activity is unexpected review the indicator of compromise and any related events.",Unknown,SuspiciousActivityBMLLinux,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",30,True,"Machine Learning","Cloud-based ML"
30235,"Adversaries may obtain and abuse credentials of a weakly secured account as a means of gaining Initial Access, Persistence or Privilege Escalation.",Unknown,WeakAuthentication,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Initial Access","Default Accounts"
30236,"Adversaries may obtain and abuse credentials using a misconfigured environment variable as a means of gaining Initial Access, Persistence or Privilege Escalation.",Unknown,MisconfiguredEnvironmentVariable,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Modify Authentication Process"
30237,"A process performed a ptrace system call to access the memory of another process. Malware may modify the memory of another process to evade detection or escalate privileges. Review the detection to determine if this activity is expected.",Unknown,"Process Trace","Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Ptrace System Calls"
30238,"This container executed behaviors which were identified as suspicious. If this activity is unexpected review the indicator of compromise and any related events.",Unknown,,,"1698430764.0","suspicious_activity","Suspicious activity",30,True,,
30239,"A process on your node initiated a suspicious connection to a Kubelet API. Adversaries may leverage their access to a Kubelet API to retrieve additional information about the environment or to move laterally. Review the process tree to determine if malicious commands were executed.",Unknown,AccessKubeletAPI,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"External Remote Services"
30240,"Adversaries may gain access to a system through a user visiting a website over the normal course of browsing. Investigate the process tree.",Unknown,LinDrivebyCompromise,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Initial Access","Drive-by Compromise"
30241,"Adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems. Spearphishing with an attachment is a specific variant of spearphishing. Investigate the process tree.",Unknown,LinSpearPhishAttachment,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Initial Access",Phishing
30242,"Adversaries may send spearphishing emails with a malicious link in an attempt to gain access to victim systems. Spearphishing with a link is a specific variant of spearphishing. Investigate the process tree.",Unknown,LinSpearPhishAttachment,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Initial Access",Phishing
30243,"Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. Investigate the process tree.",Unknown,LinInterProcessCommunication,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Inter-Process Communication"
30244,"Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Investigate the process tree.",Unknown,LinNativeAPI,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Native API"
30245,"Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Investigate the process tree.",Unknown,LinSystemServices,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"System Services"
30246,"An adversary may rely upon specific actions by a user in order to gain execution. Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link. Investigate the process tree.",Unknown,LinUserExecution,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"User Execution"
30247,"Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Investigate the process tree.",Unknown,LinBootLogonAutostartExec,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Boot or Logon Autostart Execution"
30248,"Adversaries may use scripts automatically executed at boot or logon initialization to establish persistence. Investigate the process tree.",Unknown,LinBootLogonInitializationScripts,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Boot or Logon Initialization Scripts"
30249,"Adversaries may modify client software binaries to establish persistent access to systems. Investigate the process tree.",Unknown,LinCompromiseClientSoftwareBinary,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Compromise Client Software Binary"
30250,"Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence. Investigate the process tree.",Unknown,LinCreateModifySystemProcess,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Create or Modify System Process"
30251,"Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events. Investigate the process tree.",Unknown,LinEventTriggeredExecution,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Event Triggered Execution"
30252,"Adversaries may execute their own malicious payloads by hijacking the way operating systems run programs. Investigate the process tree.",Unknown,LinHijackExecutionFlow,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Hijack Execution Flow"
30253,"Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Investigate the process tree.",Unknown,LinServerSoftwareComponent,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Server Software Component"
30254,"Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control. Investigate the process tree.",Unknown,LinTrafficSignaling,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Traffic Signaling"
30255,"Adversaries may circumvent mechanisms designed to control elevate privileges to gain higher-level permissions. Investigate the process tree.",Unknown,LinAbuseElevationControlMechanism,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Privilege Escalation","Abuse Elevation Control Mechanism"
30256,"Adversaries may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges. Investigate the process tree.",Unknown,LinProcessInjection,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Process Injection"
30257,"Adversaries may environmentally key payloads or other features of malware to evade defenses and constraint execution to a specific target environment. Investigate the process tree.",Unknown,LinEnvironmentalKeying,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Environmental Keying"
30258,"Adversaries may set files and directories to be hidden to evade detection mechanisms. Investigate the process tree.",Unknown,LinHiddenFilesandDirectories,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Hide Artifacts"
30259,"Adversaries may use a hidden file system to conceal malicious activity from users and security tools. Investigate the process tree.",Unknown,LinHiddenFileSystem,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Hide Artifacts"
30260,"Adversaries may use email rules to hide inbound emails in a compromised user's mailbox. Investigate the process tree.",Unknown,LinEmailHidingRules,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Hide Artifacts"
30261,"Adversaries may modify and/or disable security tools to avoid possible detection of their malware/tools and activities. Investigate the process tree.",Unknown,LinDisableModifyTools,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Impair Defenses"
30262,"An adversary may attempt to block indicators or events typically captured by sensors from being gathered and analyzed. Investigate the process tree.",Unknown,LinIndicatorBlocking,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Impair Defenses"
30263,"Adversaries may clear system logs to hide evidence of an intrusion. macOS and Linux both keep track of system or user-initiated actions via system logs. Investigate the process tree.",Unknown,LinClearSystemLogs,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Clear Linux or Mac System Logs"
30264,"In addition to clearing system logs, an adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion. Various command interpreters keep track of the commands users type in their terminal so that users can retrace what they've done. Investigate the process tree.",Unknown,LinClearCommandHistory,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Clear Command History"
30265,"Adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Investigate the process tree.",Unknown,LinRootkit,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rootkit
30266,"Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. Investigate the process tree.",Unknown,LinInstallRootCert,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","Subvert Trust Controls"
30267,"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software. Investigate the process tree.",Unknown,LinOSCredDumping,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Credential Access","OS Credential Dumping"
30268,"Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. Investigate the process tree.",Unknown,LinOSCredentialsinFiles,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Credential Access","Unsecured Credentials"
30269,"Adversaries may attempt to get a listing of local system accounts. This information can help adversaries determine which local accounts exist on a system to aid in follow-on behavior. Investigate the process tree.",Unknown,LinLocalAccountDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"Account Discovery"
30270,"Adversaries may attempt to get a listing of domain accounts. This information can help adversaries determine which domain accounts exist to aid in follow-on behavior. Investigate the process tree.",Unknown,LinDomainAccountDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"Account Discovery"
30271,"Adversaries may attempt to get a listing of open application windows. Window listings could convey information about how the system is used or give context to information collected by a keylogger. Investigate the process tree.",Unknown,LinApplicationWindowDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"Application Window Discovery"
30272,"Adversaries may attempt to find local system groups and permission settings. The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group. Investigate the process tree.",Unknown,LinLocalGroupsDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"Permission Groups Discovery"
30273,"Adversaries may attempt to find domain-level groups and permission settings. The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group. Investigate the process tree.",Unknown,LinDomainGroupsDiscovery,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"Permission Groups Discovery"
30274,"An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Investigate the process tree.",Unknown,LinSystemInfoDiscovery,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Information Discovery"
30275,"Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Investigate the process tree.",Unknown,LinSystemLocationDiscovery,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Location Discovery"
30276,"Adversaries may check for Internet connectivity on compromised systems. This may be performed during automated discovery and can be accomplished in numerous ways such as using Ping, tracert, and GET requests to websites. Investigate the process tree.",Unknown,LinInternetConnectionDiscovery,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Network Configuration Discovery"
30277,"Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network. Investigate the process tree.",Unknown,LinSysNetworkConnectionDiscovery,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Network Connections Discovery"
30278,"Adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system. Investigate the process tree.",Unknown,LinSystemUserDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Owner/User Discovery"
30279,"Adversaries may try to gather information about registered local system services. Investigate the process tree.",Unknown,LinSystemServiceDiscovery,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Service Discovery"
30280,"Adversaries may hijack a legitimate user's SSH session to move laterally within an environment. Investigate the process tree.",Unknown,LinSshHijacking,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Lateral Movement","Remote Service Session Hijacking"
30281,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport. Investigate the process tree.",Unknown,LinArchiveviaUtility,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Collection,"Archive Collected Data"
30282,"An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries. Many libraries exist that can archive data. Investigate the process tree.",Unknown,LinArchiveviaLibrary,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Collection,"Archive Collected Data"
30283,"Once established within a system or network, an adversary may use automated techniques for collecting internal data. Investigate the process tree.",Unknown,LinAutomatedCollection,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Collection,"Automated Collection"
30284,"Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries. Investigate the process tree.",Unknown,LinEmailCollection,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Collection,"Email Collection"
30285,"Adversaries may communicate using application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic. Investigate the process tree.",Unknown,LinWebProtocols,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Application Layer Protocol"
30286,"Adversaries may communicate using application layer protocols associated with electronic mail delivery to avoid detection/network filtering by blending in with existing traffic. Investigate the process tree.",Unknown,LinMailProtocols,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Application Layer Protocol"
30287,"Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect. Investigate the process tree.",Unknown,LinStandardEncoding,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Data Encoding"
30288,"Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult. Steganographic techniques can be used to hide data in digital messages that are transferred between systems. Investigate the process tree.",Unknown,LinSteganography,"Contact Controlled Systems","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Data Obfuscation"
30289,"Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Symmetric encryption algorithms use the same key for plaintext encryption and ciphertext decryption. Investigate the process tree.",Unknown,LinSymmetricCryptography,"Contact Controlled Systems","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Encrypted Channel"
30290,"Adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Investigate the process tree.",Unknown,LinAsymmetricCryptography,"Contact Controlled Systems","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Encrypted Channel"
30291,"Adversaries may use a non-application layer protocol for communication between host and C2 server or among infected hosts within a network. Investigate the process tree.",Unknown,LinNonAppLayerProtocol,"Contact Controlled Systems","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Non-Application Layer Protocol"
30292,"Adversaries may communicate using a protocol and port paring that are typically not associated. Investigate the process tree.",Unknown,LinNonStandardPort,"Contact Controlled Systems","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Non-Standard Port"
30293,"Adversaries may use an existing, legitimate external Web service as a means for sending commands to and receiving output from a compromised system over the Web service channel. Investigate the process tree.",Unknown,LinBidirectionalCommunication,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Web Service"
30294,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection. Investigate the process tree.",Unknown,LinAutomatedExfiltration,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Exfiltration,"Automated Exfiltration"
30295,"An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts. Investigate the process tree.",Unknown,LinDataTransferSizeLimits,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Exfiltration,"Data Transfer Size Limits"
30296,"Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server. Investigate the process tree.",Unknown,LinExfiltrationOverAlternativeProtocol,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Exfiltration,"Exfiltration Over Alternative Protocol"
30297,"Adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals. This could be done to blend traffic patterns with normal activity or availability. Investigate the process tree.",Unknown,LinScheduledTransfer,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Exfiltration,"Scheduled Transfer"
30298,"Experimental container runtime detection, marked sensor-only via PCEM. Please Ignore",Unknown,CWPPExperimental,,"1698430764.0","suspicious_activity","Suspicious activity",10,False,,
30299,"A process with behavior likely related to cryptocurrency mining has been identified. Adversaries can exploit compromised systems to perform resource-intensive tasks like cryptocurrency mining. This can negatively impact system availability and use network resources for malicious purposes such as distributing malware or launching Denial of Service attacks. Review the process tree.",Unknown,CryptoMiningLin,"Follow Through","1698430764.0","suspicious_activity","Suspicious activity",70,True,Impact,"Resource Hijacking"
30300,"Container has been observed having the docker socket mounted. Mounting the socket in a container with read and write privileges is equivalent to giving open access to the Docker daemon on the host from inside a container. Please review configuration to ensure this is expected behavior.",Unknown,ContainerRuntimeSockMounted,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",10,True,"Privilege Escalation","Escape to Host"
30301,"A file or directory in the container has been found to be running with excessive permissions. Excessive permissions lead to an increased attack surface and easier to exploit applications. Please review the configuration.",Unknown,InsecurePermissionsInContainer,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",10,True,"Initial Access","Exploit Public-Facing Application"
30302,"A Dockerfile on the host is storing secrets. Adversaries might collect secrets in order to move undetected through the infrastructure. Please review the file to determine if this is expected behaviour and reset credentials if necessary.",Unknown,CredentialsDockerfile,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",10,True,"Credential Access","Unsecured Credentials"
30303,"A scheduled job has been created in the context of a container. Adversaries might leverage scheduled tasks in order to achieve persistence. Please review the events to determine if this is expected behaviour.",Unknown,ScheduledJobInContainer,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",10,True,Persistence,"Scheduled Task"
30304,"An ELF file or a script have been created in a container after its deployment. Adversaries might attempt to avoid detection by creating tools for the next stage locally. Please review the file.",Unknown,ElfScriptCreatedInContainer,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",10,True,"Lateral Movement","Lateral Tool Transfer"
30305,"Nsenter has been executed within a container. This can allow an adversary access to other containerized resources from the host level or to the host itself. Please review the events to determine if this is expected behaviour.",Unknown,NsenterToolUsedInContainer,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",10,True,"Privilege Escalation","Escape to Host"
30306,"Chroot has been executed in the context of a container. Adversaries might leverage chroot to gain access to other containerized resources from the host level or to the host itself. Please review the events to determine if this was expected behaviour.",Unknown,ChrootToolUsedInContainer,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",10,True,"Privilege Escalation","Escape to Host"
30307,"Unshare has been executed in the context of a container. Unshare can be utilized to escalate privileges or escape container security boundaries. Please review the events to determine if this is expected behaviour.",Unknown,UnshareToolUsedInContainer,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",10,True,"Privilege Escalation","Escape to Host"
30308,"Container escape tool has been executed. This can allow an adversary access to other containerized resources from the host level or to the host itself. Please review the events to determine if this is expected behaviour.",Unknown,EscapeToolUsedInContainer,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",10,True,"Privilege Escalation","Escape to Host"
30309,"A credential file has been accessed from within a container. Adversaries might collect credentials in order to moved undetected through the infrastructure. Please review the events to determine if this is expected behavior and reset credentials if necessary.",Unknown,CredentialsAccessedFromContainer,"Gain Access","1698430764.0","attacker_methodology","Attacker Methodology",10,True,"Credential Access","Unsecured Credentials"
30310,"SSH server has initiated an interactive session inside a container. Adversaries might leverage SSH server for either initial access or lateral movement. Please review the events to determine if this is expected behaviour.",Unknown,SshExecInContainer,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",30,True,Persistence,"External Remote Services"
30311,"IPC Mode in HostConfig has been changed from within a container. An attacker might alter IPC Mode in order to gain access to the underlying host. Please review the configuration.",Unknown,HostConfigIpcModeFromContainer,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",30,True,Persistence,"Hijack Execution Flow"
30312,"A suspicious file or directory on the host machine is mounted into a container. Adversaries might use new mounts in order to escape the container. Please review the mount points to determine if they are expected.",Unknown,SuspMountsInContainer,"Gain Access","1698429517.0","attacker_methodology","Attacker Methodology",30,True,"Privilege Escalation","Escape to Host"
30313,"Reconnaissance commands have been observed in the context of a container. Adversaries might be actively gathering information to be leveraged in the next phases of the attack life cycle. Please review the commands.",Unknown,ReconInContainer,"Contact Controlled Systems","1698429517.0","attacker_methodology","Attacker Methodology",30,True,Reconnaissance,"Gather Victim Host Information"
30314,"Iptables or host firewall has been disabled in the context of a container. Adversaries may disable or modify system firewalls in order to bypass controls limiting network usage. Please review the events.",Unknown,DisableFirewallIpTablesFromContainer,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",30,True,"Defense Evasion","Impair Defenses"
30315,"AppArmor has been disabled from within a container. Adversaries may modify and/or disable security tools to avoid possible detection of their malware/tools and activities. Please review the events.",Unknown,DisableApparmorFromContainer,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",30,True,"Defense Evasion","Impair Defenses"
30316,"SELinux has been disabled from within a container. Adversaries may modify and/or disable security tools to avoid possible detection of their malware/tools and activities. Please review the events.",Unknown,DisableSelinuxFromContainer,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",30,True,"Defense Evasion","Impair Defenses"
30317,"Suspicious container administration commands have been executed. Adversaries may abuse a container administration service to execute commands within a container. Please review the events to determine if this is expected behavior.",Unknown,ContainerAdministrationCommand,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",30,True,Execution,"Container Administration Command"
30318,"A docker command was executed on a newly spawned container after which the container was deleted. Adversaries may use this technique to gain persistence or perform lateral movement. Please review the events to determine if this is expected behavior.",Unknown,LowRunExecuteCmdInContainer,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",30,True,Execution,"Command and Scripting Interpreter"
30319,"A docker command was executed on a remotely unencrypted exposed docker api. Adversaries may do this for either initial access or lateral movement. Please review the events to determine if this is expected behavior.",Unknown,InterrogateRemoteDockerAPI,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Container Administration Command"
30320,"A docker command was executed on a newly spawned container after which it was deleted. Adversaries may use this technique to gain persistence or perform lateral movement. Please review the events to determine if this is expected behavior.",Unknown,HighRunExecuteCmdInContainer,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
30321,"Experimental detection.",Unknown,,,"1698430764.0","suspicious_activity","Suspicious activity",70,False,"Falcon Overwatch",
30322,"Experimental detection.",Unknown,,,"1698429517.0","suspicious_activity","Suspicious activity",70,False,"Falcon Overwatch",
30323,"Experimental detection.",Unknown,,,"1698429517.0","suspicious_activity","Suspicious activity",70,False,"Falcon Overwatch",
30324,"A user has executed suspicious commands under Falcon Real Time Response. These commands may be part of legitimate security operations or indicate a possible compromised Falcon account. Check the commands are expected and the user access is secured.",Unknown,"Suspicious Real Time Response commands","Keep Access","1698429517.0","suspicious_activity","Suspicious activity",80,True,Persistence,"Valid Accounts"
30325,"The runC binary was replaced by a process on the host. Please review the configuration.",Unknown,RuncReplacementOnHost,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",30,True,Persistence,"Hijack Execution Flow"
30326,"The runC binary was replaced on the host by a process inside the container. An attacker might overwrite runC in order to gain access to the underlying host. Please review the events to determine if this is expected behavior.",Unknown,RuncReplacementFromContainer,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Persistence,"Hijack Execution Flow"
30997,"Experimental detection.",Unknown,LinExperimental2,"Falcon Detection Method","1698430764.0","known_malware","Known malware",10,False,"Falcon Overwatch","Malicious Activity"
